;country_name;suc_seq;byear;duration;init_polyarchy;v2mecenefi_ord_0;v2mecenefi_ord_1;v2mecenefi_ord_2;v2mecenefi_ord_3;v2meharjrn_ord_0;v2meharjrn_ord_1;v2meharjrn_ord_2;v2meharjrn_ord_3;v2meharjrn_ord_4;v2meslfcen_ord_0;v2meslfcen_ord_1;v2meslfcen_ord_2;v2meslfcen_ord_3;v2mebias_ord_0;v2mebias_ord_1;v2mebias_ord_2;v2mebias_ord_3;v2mebias_ord_4;v2mecrit_ord_0;v2mecrit_ord_1;v2mecrit_ord_2;v2mecrit_ord_3;v2merange_ord_0;v2merange_ord_1;v2merange_ord_2;v2merange_ord_3;v2cldiscm_ord_0;v2cldiscm_ord_1;v2cldiscm_ord_2;v2cldiscm_ord_3;v2cldiscm_ord_4;v2cldiscw_ord_0;v2cldiscw_ord_1;v2cldiscw_ord_2;v2cldiscw_ord_3;v2cldiscw_ord_4;v2clacfree_ord_0;v2clacfree_ord_1;v2clacfree_ord_2;v2clacfree_ord_3;v2clacfree_ord_4;v2psparban_ord_0;v2psparban_ord_1;v2psparban_ord_2;v2psparban_ord_3;v2psparban_ord_4;v2psbars_ord_0;v2psbars_ord_1;v2psbars_ord_2;v2psbars_ord_3;v2psbars_ord_4;v2psoppaut_ord_0;v2psoppaut_ord_1;v2psoppaut_ord_2;v2psoppaut_ord_3;v2psoppaut_ord_4;v2elmulpar_ord_0;v2elmulpar_ord_1;v2elmulpar_ord_2;v2elmulpar_ord_3;v2elmulpar_ord_4;v2cseeorgs_ord_0;v2cseeorgs_ord_1;v2cseeorgs_ord_2;v2cseeorgs_ord_3;v2cseeorgs_ord_4;v2csreprss_ord_0;v2csreprss_ord_1;v2csreprss_ord_2;v2csreprss_ord_3;v2csreprss_ord_4;e_v2x_suffr_5C_0;e_v2x_suffr_5C_1;e_v2x_suffr_5C_2;e_v2x_suffr_5C_3;e_v2x_suffr_5C_4;v2elembaut_ord_0;v2elembaut_ord_1;v2elembaut_ord_2;v2elembaut_ord_3;v2elembaut_ord_4;v2elembcap_ord_0;v2elembcap_ord_1;v2elembcap_ord_2;v2elembcap_ord_3;v2elembcap_ord_4;v2elrgstry_ord_1;v2elrgstry_ord_2;v2elrgstry_ord_3;v2elrgstry_ord_4;v2elvotbuy_ord_0;v2elvotbuy_ord_1;v2elvotbuy_ord_2;v2elvotbuy_ord_3;v2elvotbuy_ord_4;v2elirreg_ord_0;v2elirreg_ord_1;v2elirreg_ord_2;v2elirreg_ord_3;v2elirreg_ord_4;v2elintim_ord_0;v2elintim_ord_1;v2elintim_ord_2;v2elintim_ord_3;v2elintim_ord_4;v2elpeace_ord_0;v2elpeace_ord_1;v2elpeace_ord_2;v2elpeace_ord_3;v2elpeace_ord_4;v2elfrfair_ord_0;v2elfrfair_ord_1;v2elfrfair_ord_2;v2elfrfair_ord_3;v2elfrfair_ord_4
1;Argentina;1;1979;4;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;4;NA;0;NA;NA;4;NA;0;4;NA;NA;0;4;NA;NA;0;NA;4;NA;NA;0;NA;NA;4;NA;0;NA;4;NA;NA;0;NA;NA;NA;4;0;NA;NA;NA;4;NA;NA;0;NA;4;NA;NA;NA;NA;4;0;NA;4;NA;NA;0;3;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;4;NA;NA;NA;NA;0;NA;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;4
2;Austria;1;1918;1;1;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;0;1;NA;NA;NA;0;NA;NA;NA;0;1;NA;NA;0;1;NA;NA;NA;0;1;NA;NA;NA;0;NA;NA;NA;0;1;NA;NA;NA;NA;NA;0;NA;NA;NA;0;1;NA;NA;NA;NA;0;NA;NA;NA;NA;1;NA;NA;0;1;NA;NA;NA;0;1;NA;NA;NA;NA;NA;0;NA;NA;0;1;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1
3;Austria;2;1934;21;0;NA;NA;NA;NA;NA;0;NA;NA;11;1;0;NA;11;0;NA;NA;11;NA;0;NA;NA;11;NA;0;NA;11;NA;0;NA;11;NA;NA;NA;0;11;NA;NA;1;0;11;NA;NA;0;NA;11;16;NA;0;NA;NA;11;0;NA;NA;NA;11;NA;NA;NA;NA;11;1;0;11;12;NA;NA;0;11;NA;12;NA;NA;NA;NA;0;0;NA;NA;11;NA;0;NA;NA;NA;11;NA;NA;NA;11;NA;NA;NA;NA;11;NA;NA;NA;NA;11;NA;NA;NA;NA;11;NA;NA;NA;NA;11;NA;NA;NA;NA;11
4;Barbados;1;1947;19;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;19;NA;NA;NA;0;19;NA;NA;NA;0;19;NA;0;NA;19;NA;NA;NA;NA;4;0;NA;NA;NA;NA;0;NA;NA;0;5;9;NA;NA;NA;NA;4;NA;NA;0;19;NA;NA;NA;0;NA;19;NA;0;NA;NA;4;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;4;14;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;NA;NA;4
5;Belarus;1;1991;3;2;NA;NA;NA;2;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;2;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;3;NA;NA;NA;0;NA;NA;NA;NA;3;0;NA;NA;NA;NA;0;NA;NA;0;3;NA;NA;NA;NA;0;NA;NA;3;NA;NA;NA;NA;NA;NA;3;NA;NA;3;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;3;NA;NA;NA;3;NA
6;Belgium;1;1941;7;0;NA;NA;NA;NA;NA;NA;0;4;NA;NA;0;4;5;NA;NA;0;4;5;NA;0;4;5;NA;NA;0;5;NA;0;NA;NA;4;NA;0;NA;4;NA;NA;NA;0;NA;4;NA;0;3;4;5;NA;NA;NA;NA;0;NA;NA;NA;0;5;NA;NA;NA;NA;5;NA;NA;NA;0;5;0;NA;4;NA;5;NA;NA;0;NA;NA;NA;NA;0;4;NA;NA;NA;NA;NA;0;NA;NA;5;NA;NA;NA;NA;5;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;5;NA;NA;NA;NA;5
7;Benin;1;1986;6;0;NA;NA;NA;NA;0;NA;4;NA;NA;0;NA;4;6;NA;NA;0;NA;4;0;4;6;NA;0;NA;4;5;NA;0;NA;NA;4;NA;0;NA;NA;4;NA;NA;0;4;5;0;NA;NA;4;6;NA;0;NA;NA;4;0;NA;4;5;6;NA;3;NA;NA;5;NA;0;NA;NA;4;NA;0;NA;NA;4;NA;NA;NA;NA;0;0;NA;4;NA;NA;NA;0;4;NA;NA;3;NA;5;NA;NA;NA;NA;3;NA;3;NA;5;NA;NA;NA;NA;3;NA;5;NA;NA;NA;3;NA;3;NA;NA;5;NA
8;Bolivia;1;1980;5;0;NA;NA;NA;NA;NA;0;NA;3;NA;0;NA;2;3;1;0;NA;2;3;NA;NA;0;2;0;2;3;NA;0;NA;NA;2;5;0;1;2;3;NA;0;2;3;NA;5;0;NA;1;2;3;0;NA;1;NA;2;NA;0;1;NA;2;NA;NA;NA;NA;0;NA;0;1;5;3;0;NA;2;3;4;NA;NA;NA;NA;0;0;3;5;NA;NA;NA;NA;0;1;NA;NA;0;5;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;5;NA;NA;0;NA;5
9;Botswana;1;1957;9;0;NA;NA;NA;NA;NA;0;NA;9;NA;0;NA;9;NA;NA;0;3;9;NA;0;5;9;NA;0;NA;9;NA;NA;0;5;NA;9;NA;NA;0;9;NA;NA;NA;0;9;NA;NA;NA;NA;0;2;NA;0;2;3;9;0;NA;NA;3;5;NA;NA;4;NA;8;NA;0;NA;NA;9;NA;NA;NA;0;9;0;NA;NA;NA;4;0;9;NA;NA;NA;0;NA;NA;8;NA;NA;NA;4;NA;NA;NA;4;8;NA;NA;NA;4;8;NA;NA;NA;NA;4;8;NA;NA;NA;NA;4;NA;NA;NA;NA;4
10;Brazil;1;1975;14;0;NA;NA;NA;NA;NA;0;9;NA;NA;0;5;10;14;NA;NA;0;10;NA;NA;0;5;11;NA;0;4;10;0;1;4;10;13;NA;0;4;10;13;0;4;10;11;13;0;NA;4;5;10;NA;0;4;5;10;NA;NA;0;5;10;NA;NA;3;7;11;NA;0;8;11;14;NA;0;10;11;13;NA;NA;NA;0;10;NA;NA;0;10;NA;NA;NA;NA;0;13;NA;NA;3;11;NA;3;11;NA;NA;NA;NA;3;14;NA;NA;NA;3;7;11;NA;NA;NA;3;14;NA;3;NA;7;14
11;Bulgaria;1;1986;5;0;NA;NA;NA;NA;0;3;4;NA;NA;0;NA;4;NA;0;NA;NA;NA;4;0;NA;5;4;0;NA;NA;4;NA;0;NA;NA;4;NA;NA;0;NA;4;NA;0;NA;4;NA;0;NA;NA;NA;4;NA;NA;0;NA;4;NA;0;NA;NA;4;0;NA;NA;NA;4;0;NA;NA;4;5;NA;0;NA;NA;4;NA;NA;NA;NA;0;0;NA;4;NA;NA;NA;NA;NA;4;0;NA;NA;NA;0;NA;NA;4;NA;0;NA;0;NA;NA;NA;NA;0;NA;4;5;NA;NA;NA;4;0;0;NA;NA;4;5
12;Burkina Faso;1;1987;26;0;NA;NA;NA;6;NA;0;5;NA;NA;NA;0;6;26;NA;NA;NA;0;5;NA;NA;0;6;NA;NA;0;3;NA;1;0;13;NA;NA;NA;0;4;13;NA;NA;NA;0;19;NA;NA;NA;NA;0;NA;0;4;NA;5;NA;NA;NA;5;0;NA;NA;NA;NA;4;NA;0;4;23;5;NA;NA;0;3;5;NA;NA;NA;NA;0;0;4;5;26;NA;0;NA;3;14;NA;NA;4;18;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;23;4;NA;NA;NA;NA;4;NA;NA;4;18;NA
13;Canada;1;1917;43;2;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;2;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;43;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;29;NA;NA;NA;0;29;NA;NA;0;NA;4;NA;NA;0;3;NA;NA;NA;NA;0;NA;NA;0;4;18;NA;NA;0;13;NA;NA;NA;0;13;NA;NA;NA;NA;0;4;NA;NA;NA;0;4;NA;NA;NA;0;4
14;Cape Verde;1;1976;19;0;NA;NA;NA;17;NA;NA;NA;0;15;NA;NA;0;14;NA;0;NA;NA;15;NA;NA;0;15;NA;0;NA;15;NA;NA;0;12;16;NA;NA;0;11;14;NA;NA;0;12;NA;NA;0;NA;NA;15;NA;0;NA;NA;15;NA;NA;NA;0;16;NA;4;9;NA;15;NA;NA;NA;NA;0;NA;NA;NA;0;14;NA;NA;NA;NA;0;NA;0;15;19;NA;NA;0;15;NA;NA;NA;4;9;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;4;15;19
15;Chile;1;1928;42;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;36;3;0;5;37;NA;NA;NA;0;NA;NA;NA;0;42;NA;NA;0;4;NA;NA;NA;0;30;NA;NA;NA;0;31;NA;NA;NA;NA;21;0;NA;NA;NA;0;5;NA;NA;NA;0;5;NA;NA;2;NA;3;NA;10;0;31;NA;NA;NA;0;31;36;NA;0;NA;22;NA;NA;0;3;4;NA;NA;NA;NA;0;NA;NA;2;4;9;4;9;30;2;NA;NA;3;2;30;NA;NA;NA;2;4;9;NA;NA;NA;2;24;NA;NA;NA;2;30
16;Chile;2;1985;4;0;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;4;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;0;4;NA;NA;NA;0;NA;4;NA;NA;0;3;NA;NA;NA;0;2;NA;3;NA;NA;0;NA;3;NA;NA;0;NA;3;NA;NA;NA;NA;NA;4;NA;0;NA;NA;NA;0;3;NA;NA;NA;NA;NA;NA;NA;0;NA;0;3;NA;4;0;NA;NA;3;NA;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;4
17;Colombia;1;1954;56;0;NA;NA;39;49;NA;0;5;NA;NA;NA;0;4;56;0;5;25;30;NA;0;NA;4;40;0;NA;5;38;NA;0;3;5;NA;NA;0;4;37;NA;NA;0;5;56;NA;NA;NA;NA;0;16;NA;NA;NA;0;17;NA;NA;NA;0;21;NA;NA;4;16;20;0;5;38;48;NA;NA;0;5;NA;NA;NA;NA;0;NA;4;NA;NA;0;15;36;NA;NA;0;26;48;NA;NA;8;4;16;4;NA;NA;NA;NA;4;52;NA;NA;NA;NA;4;6;56;NA;32;4;NA;NA;NA;NA;16;20;4
18;Costa Rica;1;1909;65;0;NA;NA;NA;NA;NA;NA;0;41;NA;NA;NA;51;0;NA;NA;31;0;41;NA;NA;0;41;NA;39;0;NA;NA;NA;8;0;11;NA;NA;NA;0;32;NA;NA;0;11;50;NA;NA;NA;40;0;NA;NA;NA;0;NA;NA;NA;NA;0;44;NA;NA;8;4;0;NA;NA;NA;0;40;NA;8;27;0;40;NA;NA;0;NA;41;NA;0;4;NA;40;NA;0;NA;40;42;NA;0;NA;44;4;0;44;53;NA;NA;4;0;44;NA;NA;8;31;0;44;NA;NA;39;0;40;NA;NA;4;0;44
19;Croatia;1;1942;66;0;NA;NA;NA;51;0;49;54;58;NA;0;49;54;59;0;NA;49;59;58;0;NA;49;58;0;NA;49;58;NA;0;49;51;58;NA;0;49;50;58;0;NA;49;58;NA;0;NA;NA;NA;49;NA;0;NA;49;58;0;NA;NA;49;58;NA;NA;NA;NA;50;0;50;49;58;NA;NA;0;NA;49;58;0;NA;NA;NA;49;0;NA;49;57;58;0;NA;NA;49;NA;NA;50;53;63;NA;NA;NA;50;65;53;50;65;58;NA;NA;NA;NA;50;58;NA;NA;NA;50;55;NA;NA;50;55;63
20;Cyprus;1;1956;34;0;NA;NA;NA;NA;NA;0;4;18;NA;NA;0;4;NA;NA;0;NA;4;26;NA;0;4;24;NA;0;4;5;NA;0;4;19;NA;NA;0;5;19;NA;NA;0;NA;4;NA;NA;NA;NA;0;4;NA;NA;NA;0;4;NA;NA;NA;0;4;NA;NA;4;3;14;NA;0;5;18;34;NA;0;4;6;34;0;NA;NA;NA;4;NA;NA;0;19;32;NA;NA;0;4;25;NA;3;14;25;NA;3;29;32;NA;NA;NA;3;20;NA;NA;NA;NA;3;25;NA;NA;NA;3;25;NA;NA;NA;3;27
21;Czech Republic;1;1919;5;1;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;1;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1
22;Czech Republic;2;1987;3;0;NA;NA;NA;NA;NA;0;2;3;NA;0;2;NA;3;0;2;NA;NA;3;0;2;NA;3;0;2;NA;3;NA;0;2;NA;3;NA;0;2;NA;3;NA;0;2;NA;3;0;2;NA;NA;3;NA;0;NA;NA;3;NA;0;NA;NA;3;NA;NA;NA;NA;3;0;2;NA;NA;3;NA;0;NA;NA;3;NA;NA;NA;NA;0;0;NA;NA;3;NA;NA;NA;NA;NA;0;NA;NA;NA;3;NA;NA;NA;NA;3;NA;NA;NA;NA;3;NA;NA;NA;NA;3;NA;NA;NA;NA;3;NA;NA;NA;NA;3
23;Denmark;1;1900;15;1;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;14;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;1;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1
24;Denmark;2;1943;2;1;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;2;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;2
25;Dominican Republic;1;1964;32;0;NA;NA;NA;29;NA;NA;0;15;NA;NA;NA;0;NA;NA;NA;0;1;NA;NA;NA;0;2;NA;0;2;14;NA;0;NA;24;15;NA;0;2;15;NA;NA;0;23;15;NA;NA;NA;NA;0;14;NA;6;0;14;15;NA;NA;NA;0;15;NA;NA;6;2;14;NA;NA;0;15;32;NA;NA;0;15;27;NA;NA;NA;NA;0;0;3;14;NA;NA;NA;NA;NA;0;NA;NA;26;2;32;NA;2;NA;NA;NA;2;14;22;NA;NA;NA;10;2;18;NA;NA;2;26;6;NA;NA;2;10;14;NA
26;Ecuador;1;1974;6;0;NA;NA;NA;NA;NA;0;6;NA;NA;NA;0;4;6;NA;NA;NA;0;NA;NA;NA;0;5;NA;NA;0;NA;NA;NA;0;NA;5;NA;NA;0;4;6;NA;0;NA;5;6;NA;NA;0;NA;5;NA;0;4;NA;5;NA;NA;NA;NA;0;NA;NA;NA;4;5;NA;0;5;6;NA;NA;NA;0;5;6;NA;NA;NA;NA;0;NA;0;4;6;NA;NA;NA;0;4;NA;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;4;5;NA;NA;NA;NA;NA;4;NA;NA;NA;4;5;NA;NA;NA;4;5
